,bts_id,lat,lon
635,MPVSF,-33.5178,-70.5984
636,CBARB,-33.4718,-71.0138
637,CIUSA,-33.5545,-70.795
638,LANBM,-33.3869,-70.7938
639,MAMA1,-33.4803,-70.7517
640,ESAN4,-33.4413,-70.6518
641,PARIL,-33.3067,-70.7008
642,HAGSB,-33.6025,-70.7017
643,MAMA2,-33.4803,-70.7517
644,FAMAM,-33.4799,-70.7516
645,TALGT,-33.6753,-70.9499
646,LUISZ,-33.4119,-70.57300000000001
647,MGENC,-33.4386,-70.6518
648,ALTLS,-33.1399,-70.7054
649,MCFLC,-33.1678,-70.3258
650,CPEZC,-33.1923,-70.3405
651,CTLTD,-33.1437,-70.7147
652,SANTO,-33.4361,-70.6473
653,SANT2,-33.4439,-70.6238
654,PASTA,-33.4345,-70.6348
655,BCILC,-33.4161,-70.5895
656,SANT4,-33.5403,-70.6347
657,MIHF2,-33.4392,-70.6456
658,TPSC1,-33.3284,-70.5316
659,BCIHU,-33.44,-70.6524
660,ABEDF,-33.4075,-70.5997
661,LAVAN,-33.4231,-70.5896
662,MAQUI,-33.3662,-70.7269
663,CARAB,-33.3711,-70.5775
664,FOSF2,-33.417,-70.596
665,SENOS,-33.4334,-70.7076
666,VITAR,-33.7483,-70.9115
667,BMERF,-33.4552,-70.6839
668,LOSCU,-33.4129,-70.6089
669,MCLAF,-33.449,-70.6125
670,MEVIM,-33.5196,-70.5961
671,TALPE,-33.6432,-70.9164
672,PAINC,-33.8139,-70.7483
673,TDIJU,-33.4534,-70.6478
674,AHALF,-33.4435,-70.6506
675,ARRYF,-33.3355,-70.4839
676,ASFRE,-33.4369,-70.7456
677,CACON,-33.329,-70.7266
678,CCVN2,-33.3967,-71.1421
679,HUING,-33.3394,-70.5119
680,MFLOF,-33.5175,-70.6055
681,MTCAR,-33.4296,-70.6275
682,PARC2,-33.4442,-70.6463
683,MELAM,-33.4447,-70.6553
684,MELOH,-33.4462,-70.6603
685,MEREP,-33.4482,-70.6691
686,HPDV2,-33.4485,-70.5822
687,AHMF2,-33.442,-70.6506
688,CHELO,-33.4224,-70.641
689,LIBEB,-33.4275,-70.6808
690,HBVA1,-33.4278,-70.5846
691,DOCTO,-33.4446,-70.5964
692,ALENO,-33.4136,-70.5975
693,CRECE,-33.3737,-70.5487
694,CUETE,-33.4439,-70.5918
695,DLSLT,-33.5375,-70.544
696,SLINE,-33.3676,-70.7105
697,ESTMO,-33.4417,-70.6486
698,FLLCA,-33.4298,-70.5772
699,LDLDE,-33.3402,-70.5286
700,VINOS,-33.4942,-70.6417
701,AGMAC,-33.4407,-70.6468
702,ALACI,-33.4471,-70.6626
703,APIMB,-33.583,-70.5498
704,ACTLE,-33.569,-70.5826
705,HTELW,-33.4158,-70.595
706,UCATC,-33.4437,-70.641
707,IDABA,-33.4264,-70.6539
708,CPAVA,-33.2814,-70.6734
709,BATNO,-33.2282,-70.8022
710,PDVC2,-33.443000000000005,-70.6071
711,HPPUA,-33.6103,-70.5748
712,AGUES,-33.4416,-70.6582
713,MTAJF,-33.4167,-70.6044
714,AMA2B,-33.4825,-70.751
715,VILIQ,-33.4011,-70.7217
716,BUCDE,-33.7367,-70.7395
717,AVLAU,-33.5867,-70.6539
718,SFRFE,-33.4351,-70.7628
719,MECEF,-33.4497,-70.6756
720,PRIME,-33.537,-70.7165
721,SANT7,-33.2638,-70.727
722,SKLCI,-33.416,-70.5863
723,SLSVF,-33.4699,-70.6761
724,AREN3,-33.4625,-70.6615
725,SANEU,-33.5657,-70.7187
726,HLRE4,-33.4389,-70.5398
727,HNUN3,-33.4501,-70.5556
728,HNUN5,-33.4571,-70.5676
729,CHANT,-33.4572,-70.6455
730,TANGO,-33.6144,-70.7214
731,WMQUI,-33.361,-70.7013
732,CMNTA,-33.3328,-70.7443
733,WMHUI,-33.39,-70.6141
734,CUNOE,-33.3884,-71.1259
735,ARQUE,-33.4014,-70.5741
736,BATUC,-33.2284,-70.8392
737,VIGAF,-33.5789,-70.5768
738,MTLCF,-33.4594,-70.6515
739,BOQUE,-33.583,-70.6755
740,BUIC1,-33.7332,-70.735
741,CARLE,-33.4165,-70.7047
742,CNUNF,-33.4536,-70.6052
743,PALTF,-33.4666,-70.5311
744,PFVF2,-33.3558,-70.6756
745,PNCYA,-33.364000000000004,-70.6321
746,RODEO,-33.3487,-70.5164
747,TRINF,-33.5467,-70.5883
748,SATAN,-33.8039,-71.3018
749,HIMA1,-33.7451,-70.8991
750,MCULO,-33.5083,-70.5897
751,JULIE,-33.4511,-70.58800000000001
752,CALEV,-33.3705,-70.7572
753,ESBLA,-33.5118,-70.7305
754,2NENT,-33.5372,-70.6198
755,ENUCL,-33.4269,-70.53
756,LCOPI,-33.5919,-70.7951
757,ELMOO,-33.7707,-71.2201
758,HSFR2,-33.3757,-70.5399
759,FONTA,-33.4193,-70.558
760,MESAA,-33.4383,-70.6481
761,MUNEB,-33.5557,-70.6681
762,NUSIE,-33.8487,-70.7678
763,PARAU,-33.4034,-70.5753
764,PVLPE,-33.4805,-70.6055
765,LILAF,-33.4281,-70.5936
766,CRCV1,-33.4099,-70.5705
767,CRCV2,-33.41,-70.5703
768,ALVAR,-33.4517,-70.5222
769,SANT6,-33.2113,-70.6533
770,PAMON,-33.4079,-70.5497
771,MEBL5,-33.4374,-70.6334
772,LOSEN,-33.5243,-70.5229
773,MEVI5,-33.5263,-70.5968
774,EPOCU,-33.4363,-70.6077
775,NVDG1,-33.3452,-70.5221
776,PRVC2,-33.333,-70.2843
777,CALG1,-33.3972,-70.5351
778,GOMAN,-33.3332,-70.5594
779,METRA,-33.4529,-70.7391
780,MEPUD,-33.4446,-70.7406
781,MEBLA,-33.4416,-70.7073
782,MEARM,-33.4373,-70.6506
783,MENOR,-33.4403,-70.6804
784,MECUM,-33.4391,-70.6684
785,MEART,-33.4368,-70.6389
786,EBPHE,-33.3767,-70.5584
787,ESPAC,-33.3844,-70.6283
788,MEBUS,-33.4428,-70.6316
789,RAPET,-33.3596,-70.5151
790,SSTAM,-33.3074,-70.5418
791,PICHF,-33.5561,-70.723
792,MESTA,-33.4901,-70.7529
793,POA2F,-33.5174,-70.7174
794,MALVI,-33.5339,-70.6506
795,MLINC,-33.4244,-70.6628
796,MBAYR,-33.5114,-70.5574
797,RM027,-33.4606,-70.6783
798,MININ,-33.4431,-70.6538
799,MILAN,-33.4769,-70.6508
800,AAPVI,-33.5951,-70.5386
801,BICHO,-33.2418,-70.6698
802,OCAMC,-33.4515,-70.6736
803,YELCH,-33.4719,-70.7117
804,EFEC2,-33.442,-70.6533
805,NVALB,-33.1649,-70.2866
806,ORRES,-33.4571,-70.5893
807,MABLA,-33.5099,-70.7909
808,5DEUM,-33.4659,-70.7071
809,VALLE,-33.3528,-70.7295
810,SALVA,-33.4355,-70.6262
811,TAPAU,-33.403,-70.5773
812,LPANC,-33.4661,-70.9842
813,ECUAH,-33.451,-70.6856
814,HBIOI,-33.4737,-70.6399
815,GOHBT,-33.4534,-70.6673
816,MPDC2,-33.3736,-70.6922
817,ENOTK,-33.4152,-70.6215
818,HLFL3,-33.4953,-70.6039
819,HTVO0,-33.5042,-70.7481
820,AGAND,-33.4325,-70.6571
821,ITCTS,-33.5376,-70.6644
822,LOSJO,-33.5509,-70.6183
823,MGAV1,-33.5202,-70.6547
824,VILUC,-33.775,-70.7951
825,ALALC,-33.4462,-70.6556
826,VALAM,-33.4438,-70.6557
827,HBACH,-33.504,-70.7573
828,COPES,-33.4673,-70.6308
829,H4ALA,-33.5176,-70.7607
830,MANNE,-33.3994,-70.5699
831,RODOL,-33.4505,-70.5919
832,CAL42,-33.4184,-70.5958
833,CLIMB,-33.371,-70.4644
834,METOC,-33.4523,-70.6587
835,HNUN4,-33.453,-70.565
836,HCHI1,-33.4913,-70.65100000000001
837,ULTRI,-33.4143,-70.6031
838,MEIRA,-33.4538,-70.6288
839,MENUB,-33.4672,-70.6252
840,SATCL,-33.5305,-70.6985
841,SESAN,-33.5428,-70.9012
842,SISAC,-33.4502,-70.6416
843,MARIT,-33.5086,-70.7025
844,TOCAL,-33.6046,-70.5918
845,TOME4,-33.5315,-70.6169
846,ARRAU,-33.4048,-70.5742
847,WATTS,-33.5473,-70.7018
848,ECOR6,-33.437,-70.6326
849,MEMAM,-33.4288,-70.6194
850,MEINS,-33.4065,-70.6432
851,MEPAT,-33.4296,-70.6473
852,MELH2,-33.4455,-70.6603
853,MEPOH,-33.461,-70.6568
854,MEFRA,-33.4757,-70.65
855,MELOV,-33.4964,-70.6527
856,MECIN,-33.5096,-70.6564
857,MELOO,-33.5174,-70.6586
858,MAC2C,-33.4818,-70.5844
859,EATCU,-33.496,-70.6327
860,EDCTR,-33.443000000000005,-70.6547
861,MESAN,-33.4426,-70.645
862,MEULA,-33.4494,-70.6723
863,MEECE,-33.4512,-70.6786
864,MUSAC,-33.4531,-70.6862
865,METPA,-33.4574,-70.71600000000001
866,LARIB,-33.2992,-70.8594
867,ERTEU,-33.5526,-70.7797
868,NTE2U,-33.6791,-70.9859
869,PUENT,-33.5757,-70.5177
870,HUPF2,-33.4395,-70.6499
871,ENTEU,-33.6995,-71.0244
872,INA2U,-33.4947,-70.6627
873,HOIN1,-33.413000000000004,-70.6029
874,PORVG,-33.243,-70.7296
875,HLRE2,-33.4498,-70.5236
876,CCA5H,-33.418,-70.6059
877,CCA2A,-33.418,-70.6059
878,CCA2E,-33.418,-70.6059
879,CCA2O,-33.418,-70.6059
880,CCA1G,-33.418,-70.6059
881,CCA1H,-33.418,-70.6059
882,ACA3A,-33.3904,-70.5474
883,ACA2C,-33.3904,-70.5474
884,PAA2E,-33.4024,-70.579
885,PAA1C,-33.4024,-70.579
886,MAPAC,-33.5098,-70.7578
887,GNDRM,-33.4358,-70.6555
888,ITAB2,-33.4044,-70.5733
889,TBRAS,-33.4008,-70.7453
890,CMEAC,-33.6178,-70.8642
891,CRUCA,-33.6121,-70.7922
892,KCLRK,-33.3024,-70.7095
893,PJGMA,-33.4326,-70.6584
894,LROBL,-33.3825,-70.747
895,CMASC,-33.3983,-70.7957
896,MONU2,-33.5065,-70.6049
897,MONU1,-33.5065,-70.6049
898,MENA3,-33.4657,-70.6108
899,MENA4,-33.4657,-70.6108
900,VILLR,-33.8188,-70.7329
901,HSFC1,-33.4013,-70.5256
902,L6NU1,-33.4845,-70.6944
903,L6NU4,-33.4774,-70.6418
904,BEAM1,-33.4436,-70.6524
905,STDB2,-33.4412,-70.6522
906,AGRIF,-33.4995,-70.5969
907,ATRRF,-33.4815,-70.7257
908,AVPAZ,-33.4239,-70.6507
909,EYZAF,-33.617,-70.60300000000001
910,GOBC1,-33.423,-70.6768
911,HCARF,-33.4971,-70.7613
912,EDIRF,-33.4134,-70.5665
913,POYAF,-33.3735,-70.6332
914,MONTC,-33.3113,-70.7151
915,RBAKF,-33.4287,-70.7223
916,TAPUD,-33.4067,-70.795
917,VGRAF,-33.3112,-70.7388
918,L3N01,-33.4532,-70.5709
919,L3N03,-33.4555,-70.5975
920,L3N04,-33.4583,-70.643
921,L3N05,-33.4546,-70.6281
922,L3N06,-33.4583,-70.643
923,L3N07,-33.4516,-70.6502
924,L3N11,-33.3974,-70.6695
925,L3N12,-33.3852,-70.6795
926,L3N02,-33.4555,-70.5975
927,FBCA1,-33.4378,-70.6571
928,FBCA3,-33.4378,-70.6571
929,CERC1,-33.4875,-70.7033
930,CORF2,-33.4367,-70.632
931,DARAF,-33.3908,-70.5404
932,EUSAF,-33.4161,-70.6009
933,JERC1,-33.3938,-70.558
934,LPCSF,-33.4962,-70.5318
935,LRRC1,-33.4542,-70.5309
936,PUNTI,-33.7261,-71.0019
937,CECH1,-33.5953,-70.7309
938,ELMA2,-33.5832,-70.3749
939,MATXB,-33.4349,-70.6814
940,NUNC1,-33.4486,-70.5725
941,ORTRF,-33.3932,-70.6424
942,PLING,-33.463,-70.5971
943,VCASF,-33.4313,-70.6098
944,ZPTG1,-33.3891,-71.2666
945,SACOX,-33.4669,-70.6525
946,NARVK,-33.4067,-70.5662
947,PELYA,-33.4309,-70.6229
948,FLXCF,-33.4243,-70.6128
949,AOSSF,-33.4374,-70.5738
950,LPALF,-33.4224,-70.6094
951,MJTC1,-33.4374,-70.6497
952,TEAHU,-33.4399,-70.6555
953,SUCC1,-33.4481,-70.5993
954,REI2N,-33.4447,-70.5439
955,APORF,-33.5187,-70.7891
956,MELAB,-33.4184,-70.6016
957,OCNC1,-33.4429,-70.7706
958,PENC1,-33.479,-70.5577
959,VICEP,-33.4007,-70.5628
960,RMPC1,-33.6182,-70.6222
961,VFRAF,-33.4686,-70.7012
962,MOVPV,-33.5167,-70.6005
963,BATUF,-33.2395,-70.8066
964,JATOF,-33.527,-70.5625
965,MCA2F,-33.4427,-70.6465
966,PA18F,-33.5306,-70.5853
967,ENCC1,-33.4711,-70.6144
968,ROSAF,-33.4346,-70.6557
969,PAR14,-33.5217,-70.5962
970,PARTF,-33.4326,-70.6476
971,JQVED,-33.5009,-70.6066
972,QUILN,-33.3501,-70.7166
973,FELIU,-33.3212,-70.6461
974,MAPC1,-33.5082,-70.719
975,DINCF,-33.411,-70.5733
976,ACHNF,-33.2848,-70.6938
977,PPTAF,-33.8294,-71.3202
978,PSURF,-33.6188,-70.5721
979,HUPEF,-33.3973,-70.5823
980,BUSTF,-33.439,-70.594
981,CLQC2,-33.5439,-70.744
982,COLG1,-33.1751,-70.6529
983,PACHF,-33.562,-70.7072
984,VHERF,-33.5322,-70.775
985,DORSF,-33.3999,-70.6579
986,ALONS,-33.4016,-70.5969
987,ELYAF,-33.4301,-70.6029
988,CHPC1,-33.4651,-70.6736
989,DMNC2,-33.4083,-70.5477
990,CNLOF,-33.4206,-70.5948
991,EESF2,-33.4157,-70.5753
992,TRAC1,-33.3863,-70.5589
993,PVSG1,-33.517,-70.5956
994,SULDE,-33.3592,-70.5182
995,SUNLC,-33.3926,-70.544
996,QLCG1,-33.3693,-70.7242
997,MONG1,-33.6776,-70.9999
998,MRPG2,-33.5189,-71.1108
999,POMC2,-33.6604,-71.1454
1000,CCA1B,-33.418,-70.6059
1001,CCY1D,-33.418,-70.6059
1002,CCY4C,-33.418,-70.6059
1003,CEMPA,-33.8033,-70.74
1004,LHTTF,-33.4023,-70.5778
1005,ATICF,-33.4627,-70.6056
1006,NATNL,-33.4461,-70.6535
1007,AMBXF,-33.3967,-70.7936
1008,PUINC,-33.397,-70.7937
1009,LIRUF,-33.7634,-70.7391
1010,PDEPF,-33.51,-70.625
1011,PAA1I,-33.4024,-70.579
1012,PAX1A,-33.4024,-70.579
1013,MLILD,-33.3523,-70.5209
1014,MELA4,-33.4186,-70.6014
1015,ASOLC,-33.5113,-70.7998
1016,ACARO,-33.4411,-70.5427
1017,TAVAN,-33.3599,-70.2484
1018,CJHUA,-33.3408,-70.4664
1019,EPARF,-33.5313,-70.645
1020,GMRIF,-33.3696,-70.7343
1021,CONQF,-33.4203,-70.6173
1022,PIRF2,-33.5056,-70.5372
1023,GRJC1,-33.5399,-70.6143
1024,LTHSF,-33.532,-70.5506
1025,RULOF,-33.6866,-70.6755
1026,AGUAF,-33.495,-70.6558
1027,GOREF,-33.4443,-70.7002
1028,PUNPF,-33.4435,-70.7519
1029,WSMTF,-33.4089,-70.5679
1030,AMA2E,-33.4825,-70.751
1031,LAGSU,-33.4604,-70.7519
1032,FLBAF,-33.434,-70.54
1033,SAEXF,-33.4353,-70.62
1034,POA3E,-33.5174,-70.7174
1035,POA1B,-33.5174,-70.7174
1036,POA1C,-33.5174,-70.7174
1037,PZARF,-33.485,-70.58800000000001
1038,AJINE,-33.4584,-70.6189
1039,MRCOF,-33.6086,-71.1167
1040,MVCC2,-33.3712,-70.652
1041,CALLF,-33.418,-70.59100000000001
1042,15COS,-33.4425,-70.7589
1043,HAPO3,-33.4228,-70.5418
1044,PRAEJ,-33.6142,-70.5975
1045,HAPO4,-33.4232,-70.5442
1046,HAPO7,-33.4034,-70.5313
1047,HAPO8,-33.4101,-70.5265
1048,HUEQO,-33.8341,-70.6422
1049,CHILC,-32.9255,-70.8052
1050,NICUR,-33.4035,-70.5928
1051,HSFC5,-33.4009,-70.5097
1052,LOCAM,-33.3721,-71.0551
1053,SELEN,-33.224000000000004,-70.7224
1054,PESCE,-33.5445,-70.7618
1055,SNPAS,-33.4142,-70.5808
1056,MACRE,-33.5821,-70.6066
1057,LRUCF,-33.4399,-70.6407
1058,TPOS2,-33.4449,-70.6364
1059,QLMG1,-33.8914,-71.4888
1060,L6NL3,-33.4626,-70.6068
1061,L6NT3,-33.4774,-70.6418
1062,L6NT6,-33.4542,-70.6051
1063,ALCC1,-33.391,-70.5453
1064,MELOD,-33.4079,-70.5448
1065,MESMI,-33.4141,-70.5843
1066,L1016,-33.4141,-70.5843
1067,L1006,-33.4079,-70.5448
1068,L1018,-33.4141,-70.5843
1069,L1015,-33.4091,-70.5679
1070,HBCA1,-33.3779,-70.6139
1071,ANITA,-33.5196,-70.689
1072,TAUAS,-33.5527,-70.6171
1073,CTJG1,-33.3666,-70.6956
1074,GRFCO,-33.5656,-70.6543
1075,BEBAN,-33.4425,-70.6518
1076,HASO1,-33.5098,-70.7949
1077,5ANUE,-33.458,-70.6874
1078,SUPDV,-33.4457,-70.6068
1079,TRAMF,-33.5441,-70.6713
1080,EVERG,-33.4305,-70.5945
1081,CNH12,-33.4211,-70.7183
1082,MCLF2,-33.4689,-70.5976
1083,L3IR1,-33.4583,-70.643
1084,MARTA,-33.4588,-70.7327
1085,EMB02,-33.439,-70.6543
1086,CIH12,-33.5246,-70.6545
1087,SAND1,-33.4746,-70.6278
1088,SCPAV,-33.4347,-70.5517
1089,CTGG1,-33.6303,-70.7664
1090,LOCAE,-33.376,-70.7252
1091,RIVAD,-33.5222,-70.6404
1092,NIEVF,-33.616,-70.5641
1093,LCMAF,-33.5761,-70.7019
1094,LEPC1,-33.5353,-70.6958
1095,LPRC1,-33.443000000000005,-70.7149
1096,MCLLF,-33.4268,-70.5721
1097,HOSSJ,-33.4139,-70.653
1098,MELC2,-33.6847,-71.2154
1099,COUC1,-33.5078,-70.5541
1100,CSBDF,-33.5883,-70.6957
1101,DIRAF,-33.4499,-70.6217
1102,DPCRZ,-33.5115,-70.5766
1103,ENEAP,-33.4341,-70.7858
1104,FANC1,-33.4564,-70.6603
1105,FAROF,-33.4059,-70.5601
1106,FONTU,-33.3484,-70.6701
1107,SAJOH,-33.379,-70.4951
1108,LAREN,-33.4558,-70.7064
1109,RCANF,-33.4341,-70.6217
1110,RDBHF,-33.4577,-70.5193
1111,RMSRF,-33.6263,-70.6309
1112,TOBAL,-33.4354,-70.5921
1113,VITC1,-33.3913,-70.5715
1114,MSPOF,-33.3707,-70.5064
1115,LOBLA,-33.5883,-70.643
1116,BCIAF,-33.4409,-70.653
1117,HLASC,-33.5228,-70.6036
1118,HMAR2,-33.3999,-70.5745
1119,HROMA,-33.5359,-70.5858
1120,ELYEU,-33.7975,-70.2131
1121,TLPRA,-33.4595,-70.964
1122,MEGOL,-33.4164,-70.5956
1123,MESAL,-33.4337,-70.6262
1124,MEFSF,-33.4179,-70.5941
1125,MPEMF,-33.4138,-70.5843
1126,MSIGF,-33.4142,-70.5927
1127,HCABA,-33.5874,-70.688
1128,LRHB1,-33.4573,-70.7159
1129,MESOB,-33.497,-70.7572
1130,MELME,-33.6021,-70.5772
1131,MELOP,-33.4798,-70.5787
1132,CADIF,-33.4427,-70.6433
1133,MELAU,-33.673,-71.2077
1134,OBSER,-33.5919,-70.6325
1135,BMATT,-33.7055,-70.7473
1136,AGSTF,-33.4402,-70.6449
1137,PDREA,-33.5086,-70.6148
1138,MMQHF,-33.396,-70.5722
1139,HYATT,-33.4043,-70.5832
1140,MJCIH,-33.4401,-70.6566
1141,TLGG1,-33.6555,-70.9422
1142,MHBLF,-33.4852,-70.6445
1143,CLAND,-33.4062,-70.5034
1144,CLALD,-33.3558,-70.52600000000001
1145,UAND2,-33.4065,-70.5073
1146,SUPOE,-33.5181,-70.7171
1147,ACARF,-33.3872,-70.6573
1148,MARTI,-33.4371,-70.6583
1149,MEBIL,-33.4315,-70.5846
1150,ENACN,-33.4635,-70.6118
1151,INAVR,-33.3811,-70.6414
1152,AGUCO,-33.3167,-70.7475
1153,CAHEN,-33.4178,-70.5926
1154,BELET,-33.4255,-70.6191
1155,ONEMI,-33.4687,-70.664
1156,ELBAU,-33.6333,-70.7369
1157,EMOGA,-33.3571,-70.6994
1158,MARTC,-33.3957,-70.7409
1159,CHHBT,-33.4602,-70.6631
1160,TAPLA,-33.6636,-70.9327
1161,EDBIC,-33.4424,-70.6549
1162,EDB2C,-33.4424,-70.6549
1163,ESALT,-33.4056,-70.6238
1164,CTLTS,-33.1437,-70.7147
1165,ALCAL,-33.4169,-70.5888
1166,MSMH2,-33.4402,-70.6556
1167,JPHF2,-33.4284,-70.5416
1168,HDIGA,-33.5751,-70.6741
1169,VTRTC,-33.4117,-70.5799
1170,LANES,-33.4432,-70.649
1171,FCORR,-33.3923,-70.592
1172,TSMAQ,-33.3717,-70.5839
1173,TCUMF,-33.4366,-70.6715
1174,PEGAN,-33.452,-70.5712
1175,RITOS,-33.4573,-70.7216
1176,SDISI,-33.4495,-70.6475
1177,PARJC,-33.4779,-70.5352
1178,MESIB,-33.4459,-70.572
1179,CENAV,-33.4308,-70.7161
1180,BAJON,-33.6408,-70.6272
1181,ESTC1,-33.4324,-70.6549
1182,SVIAR,-33.264,-70.6806
1183,BSURF,-33.4667,-70.5849
1184,SUAPV,-33.416,-70.5936
1185,CIALA,-33.3899,-70.7663
1186,HILAR,-33.429,-70.7851
1187,SNLEO,-33.6396,-70.6916
1188,LUCIF,-33.4394,-70.6443
1189,MSAHU,-33.4542,-70.6923
1190,ECOR3,-33.4368,-70.6326
1191,PDTSA,-33.4957,-70.6232
1192,REVIZ,-33.1994,-70.4676
1193,CLCEH,-33.384,-70.5306
1194,MIRA3,-33.416,-70.6066
1195,MVLTO,-33.3565,-70.5394
1196,SBERN,-33.6103,-70.7042
1197,HBLAN,-33.4186,-70.6091
1198,EDA11,-33.4054,-70.5747
1199,CALER,-33.6138,-70.816
1200,ESMER,-33.1871,-70.6475
1201,HLRE5,-33.4409,-70.5498
1202,HNUN2,-33.4332,-70.5604
1203,ELPOU,-33.5356,-70.5665
1204,E298U,-33.4206,-70.6003
1205,EDUAU,-33.4126,-70.6806
1206,HBCFR,-33.4885,-70.6834
1207,JLCOF,-33.3942,-70.5791
1208,RCHC2,-33.5537,-70.7057
1209,SLUIF,-33.3642,-70.7522
1210,VABLF,-33.4141,-70.6038
1211,CSKIF,-33.3462,-70.2912
1212,BIARR,-33.4328,-70.6088
1213,HTALG,-33.6525,-70.9278
1214,PSTPV,-33.4521,-70.7808
1215,CACUL,-33.8525,-70.8476
1216,CLONR,-33.7553,-70.8173
1217,CIPIN,-33.6244,-70.6937
1218,CONSD,-33.4511,-70.6543
1219,ECOR5,-33.4368,-70.6325
1220,ISMAQ,-33.4229,-70.5648
1221,LLEON,-33.5486,-70.6657
1222,PDISI,-33.4334,-70.6564
1223,MALEF,-33.4429,-70.649
1224,PEFO2,-33.3405,-70.6744
1225,PROCG,-33.4275,-70.6178
1226,ERULO,-33.5659,-70.5386
1227,SBOC2,-33.4466,-70.5865
1228,MENA2,-33.4657,-70.6108
1229,MESA5,-33.4383,-70.6598
1230,SURAA,-33.4115,-70.5796
1231,MHSNJ,-33.4183,-70.6568
1232,ELREM,-33.4186,-70.5203
1233,HMCSB,-33.4521,-70.6802
1234,MFCEF,-33.5108,-70.6069
1235,GOLFA,-33.3795,-70.5581
1236,HURC1,-33.5684,-70.8133
1237,MFRA1,-33.4407,-70.7284
1238,POA3G,-33.5174,-70.7174
1239,VPAIN,-33.7851,-70.8182
1240,FBRFC,-33.4198,-70.5983
1241,LUISA,-33.3415,-70.7434
1242,HBIOB,-33.474000000000004,-70.6437
1243,PALT2,-33.5954,-70.5778
1244,GRALA,-33.4619,-70.6955
1245,SANT3,-33.4194,-70.53399999999999
1246,LAUMA,-33.2135,-70.9205
1247,AWARE,-33.4106,-70.5766
1248,RAMON,-33.6257,-70.5536
1249,ESQBH,-33.4497,-70.6839
1250,BERGA,-33.4163,-70.5587
1251,MUNIS,-33.437,-70.6502
1252,NCITA,-33.4166,-70.598
1253,TENIS,-33.4337,-70.6428
1254,NCESA,-33.4398,-70.6745
1255,EPANF,-33.4238,-70.6104
